# 14.3、14.4 合并转写稿
转写时间：2026-06-14 18:37:33
模型：faster-whisper-base，本地 CPU int8

# 14.3.m4a 转写稿
来源文件：/Users/xiaodi/Downloads/14.3.m4a

[0002.06 - 0005.82] 或一点油浅就用一条直线与这条直线平行
[1488.50 - 1489.50] 好
[1491.50 - 1492.50] 好了
[1492.50 - 1493.50] 我开架
[1493.50 - 1494.50] 我开架
[1497.50 - 1498.50] 我开了
[1498.50 - 1499.50] 谢谢你
[1499.50 - 1500.50] 快点
[1500.50 - 1501.50] 来来来
[1502.50 - 1503.50] 做不来的肥肤吗
[1503.50 - 1504.50] 挺饱
[1506.50 - 1507.50] 执下A幣
[1507.50 - 1508.50] 实书里
[1511.50 - 1512.50] 执下A幣
[1512.50 - 1514.50] 随于cd平线导致了
[1514.50 - 1517.50] 点M在直线A幣上
[1517.50 - 1519.50] 点E在直线CB上
[1519.50 - 1521.50] 点N在之间
[1521.50 - 1522.50] 然后我要去连接NM
[1522.50 - 1524.50] 跟N1还有NM1也对不对
[1524.50 - 1526.50] 然后是说想评分了
[1526.50 - 1527.50] 直接去打吧
[1527.50 - 1528.50] 呃
[1528.50 - 1530.50] 直接去打吗
[1530.50 - 1532.50] 这位就是我来找评分谁
[1532.50 - 1533.50] 比标错了
[1533.50 - 1534.50] NMQ
[1534.50 - 1536.50] NMQ在这儿
[1536.50 - 1538.50] 评分NMB
[1538.50 - 1540.50] NMB所以
[1542.50 - 1543.50] 它是A
[1543.50 - 1544.50] 它是A
[1544.50 - 1545.50] 也没有爹
[1545.50 - 1546.50] 然后教育与直线与点P
[1546.50 - 1547.50] 教育相交
[1547.50 - 1548.50] 所以
[1548.50 - 1549.50] 它也是A
[1549.50 - 1550.50] 没问题吧
[1550.50 - 1551.50] 好
[1551.50 - 1552.50] 然后再来
[1552.50 - 1553.50] 它说
[1553.50 - 1554.50] 如果N1分一等约
[1554.50 - 1555.50] 这个1文就说了好
[1555.50 - 1556.50] 第二文
[1556.50 - 1557.50] 第二文要读普2
[1557.50 - 1559.50] 但是我试一就可以试用我的主题
[1559.50 - 1561.50] NMQ停分
[1561.50 - 1563.50] BNMN所以A跟A
[1563.50 - 1565.50] 还有BNM
[1565.50 - 1570.50] 如果M1N跟NM1互于找下
[1570.50 - 1571.50] NM
[1572.50 - 1573.50] 1
[1573.50 - 1575.50] 跟NM1互于
[1575.50 - 1577.50] 那无非就是告诉你一个神戏戏
[1579.50 - 1580.50] 同一个三脚心里面
[1580.50 - 1581.50] 两个脚互于
[1581.50 - 1583.50] 那就是告诉你直脚呗
[1583.50 - 1585.50] 这个符号标写的符比你那个
[1585.50 - 1586.50] 舒服多了
[1586.50 - 1587.50] 没问题吧
[1587.50 - 1588.50] 然后
[1588.50 - 1590.50] 涉线也去评分
[1590.50 - 1591.50] N1大
[1592.50 - 1593.50] N1大
[1593.50 - 1595.50] N1大
[1595.50 - 1598.50] 又来了个评分
[1598.50 - 1600.50] 那N1大我有没有其他的办法
[1600.50 - 1602.50] 合一给他
[1602.50 - 1604.50] 只都用A表示了
[1604.50 - 1605.50] 没有
[1605.50 - 1606.50] 没招
[1606.50 - 1608.50] 没招
[1608.50 - 1609.50] 那我们就直接
[1609.50 - 1611.50] 到我们就直接
[1611.50 - 1613.50] 再来个规矩处吧
[1613.50 - 1615.50] 夜戏评分M1大
[1615.50 - 1616.50] 我在确认你啊
[1616.50 - 1618.50] BN却评分M1大
[1618.50 - 1620.50] 所以我说你是B
[1620.50 - 1622.50] 那这里大的顺便是BM
[1622.50 - 1624.50] 请你们以为不是两个习惯
[1624.50 - 1626.50] 当你们画了个弧线复合脚
[1626.50 - 1628.50] 为某一个部分的时候
[1628.50 - 1630.50] 直接立马先去将这个复合脚的
[1630.50 - 1632.50] 两个小部分给我表出来
[1632.50 - 1633.50] 我们一样是习惯
[1633.50 - 1635.50] 标筑在图上的纸标
[1635.50 - 1636.50] 最小脚
[1636.50 - 1637.50] 懂了一下
[1637.50 - 1638.50] 这个复合脚
[1638.50 - 1640.50] 你后细很容易搞混
[1640.50 - 1641.50] 到底是上面这个小脚
[1641.50 - 1642.50] 下面这个小脚
[1642.50 - 1643.50] 总体这个大脚
[1643.50 - 1644.50] 容易搞混
[1644.50 - 1646.50] 所以当你标筑某一个脚
[1646.50 - 1648.50] 你发现是个复合脚的时候
[1648.50 - 1649.50] 就立马想办法
[1649.50 - 1651.50] 去把它拆分成两个小段
[1651.50 - 1652.50] 懂了一下
[1652.50 - 1653.50] 没有办法的话才说
[1653.50 - 1654.50] 好吧
[1654.50 - 1655.50] 有办法叫拆
[1655.50 - 1656.50] 那肯定很差
[1656.50 - 1657.50] 肯定好拆啊
[1657.50 - 1658.50] 一个你是不是2b吗
[1658.50 - 1659.50] 你是不是2a吗
[1659.50 - 1662.50] 人家是不是
[1662.50 - 1664.50] 红旁跟脚褲骨啊
[1664.50 - 1668.50] 所以这一个小脚一定可以用
[1668.50 - 1669.50] 18年前它
[1669.50 - 1670.50] 在减它
[1670.50 - 1672.50] 也就是18年前
[1672.50 - 1675.50] 2a在减2b
[1675.50 - 1676.50] 能不能理解
[1676.50 - 1677.50] 能不能理解
[1677.50 - 1680.50] 然后这是不是90多
[1680.50 - 1682.50] 那这一个小是不是能算
[1682.50 - 1684.50] 那这个脚应该是什么呢
[1684.50 - 1686.50] 是不是应该是
[1686.50 - 1690.50] 90度减去18年前2a减2b的差
[1690.50 - 1692.50] 90度减打个户号
[1692.50 - 1693.50] 别相信自己的口算
[1693.50 - 1694.50] 听到没有
[1694.50 - 1695.50] 那这是什么
[1695.50 - 1697.50] 90减18秒
[1697.50 - 1699.50] 将2a将2b
[1699.50 - 1703.50] 所以它应该是2a将2b减90
[1703.50 - 1704.50] 但是它也不能标
[1704.50 - 1705.50] 它不要标
[1705.50 - 1707.50] 它的话是不是也就是复合脚
[1707.50 - 1709.50] 其中一部分是逼我知道
[1709.50 - 1711.50] 所以现在我可以标下面这个
[1711.50 - 1712.50] 小脚了
[1712.50 - 1713.50] 懂了没有
[1713.50 - 1714.50] 我可以标这个了
[1715.50 - 1716.50] 这一个
[1717.50 - 1719.50] 应该最红壁吧
[1720.50 - 1721.50] 这一个应该是
[1721.50 - 1725.50] 2a将2b减90再减壁
[1725.50 - 1726.50] 是吧
[1726.50 - 1727.50] 是吧
[1727.50 - 1729.50] 2a将1个b减90
[1729.50 - 1731.50] 然后刚才这一个复合脚是不是
[1731.50 - 1732.50] 逼
[1732.50 - 1733.50] 那如果减它就可以了
[1733.50 - 1734.50] 逼减它是吧
[1734.50 - 1735.50] 逼底了
[1735.50 - 1737.50] 然后90不90便正
[1737.50 - 1738.50] 正2a便复
[1738.50 - 1739.50] 明白
[1739.50 - 1741.50] 现在我看没有这个图是不是
[1741.50 - 1742.50] 就非常的好看
[1742.50 - 1743.50] 因为我标一根碎小脚
[1743.50 - 1745.50] 不会产生那种
[1745.50 - 1747.50] 让自己误导自己的那种话
[1747.50 - 1748.50] 然后再来
[1748.50 - 1749.50] 它说
[1749.50 - 1750.50] 请用
[1750.50 - 1751.50] 它说
[1751.50 - 1752.50] 我它还射了个R法呀
[1752.50 - 1753.50] 没关系
[1753.50 - 1754.50] 我们继续吧
[1754.50 - 1756.50] 它说射M1N为R法
[1756.50 - 1757.50] M1N为R法
[1757.50 - 1761.50] 所以我先出会减个方头
[1761.50 - 1762.50] 是吧
[1762.50 - 1764.50] M1是不是一个复合脚
[1764.50 - 1768.50] 是并加上2a将2b减90
[1768.50 - 1769.50] 所以要等于我的R法
[1769.50 - 1770.50] 发个写的吧
[1770.50 - 1775.50] 就是2a将2b等于90将R法
[1775.50 - 1776.50] 也就是说
[1776.50 - 1781.50] A1将2b等于45将2分之R法
[1781.50 - 1783.50] 这是我的位置数跟R法
[1783.50 - 1785.50] 屏幕一队数据的关系
[1785.50 - 1787.50] 然后再来它说
[1787.50 - 1788.50] 请用R法的射子
[1788.50 - 1789.50] 表示出M1N为R
[1789.50 - 1790.50] 我们来找一下
[1790.50 - 1792.50] 我们要求的谁M1N
[1792.50 - 1794.50] M1N1
[1794.50 - 1797.50] 你要求的是不是这个位置
[1797.50 - 1799.50] 而这个位置很明显首先
[1799.50 - 1800.50] 它是一个怀疑点
[1800.50 - 1801.50] 你可以用怀疑点模型去多
[1801.50 - 1802.50] 其次
[1802.50 - 1804.50] 三角形件叫做180
[1804.50 - 1806.50] 应该可以用力量和180
[1806.50 - 1808.50] 怀疑点
[1808.50 - 1809.50] 我都说了
[1809.50 - 1811.50] 首先其次了嘛
[1811.50 - 1812.50] 你们这么烦
[1812.50 - 1813.50] 好像怀疑点的话
[1813.50 - 1814.50] 像上方纯维
[1814.50 - 1815.50] A
[1815.50 - 1817.50] 下方纯维
[1817.50 - 1820.50] 2a将2b减90
[1820.50 - 1821.50] 就是B吧
[1821.50 - 1822.50] 怀疑是B
[1822.50 - 1823.50] 对啊
[1823.50 - 1824.50] 对
[1824.50 - 1825.50] 我还准备说
[1825.50 - 1826.50] 把它和它相加的
[1826.50 - 1827.50] 没必要我输转
[1827.50 - 1828.50] 不要输转就是
[1828.50 - 1830.50] A加别人出来的
[1830.50 - 1834.10] 你们的方法
[1834.10 - 1835.10] 你们因为是哪儿
[1835.10 - 1836.10] 输转
[1836.10 - 1837.10] 你方法应该都是按我
[1837.10 - 1838.10] 就方法做的呀
[1838.10 - 1839.10] 太方法了
[1839.10 - 1840.10] 是看错了吗
[1840.10 - 1841.10] 还是
[1841.10 - 1842.10] 我也是
[1842.10 - 1843.10] 我也是
[1843.10 - 1844.10] 我也是
[1844.10 - 1845.10] 那我下次今天给你们把输
[1845.10 - 1846.10] 节大点
[1846.10 - 1847.10] 好吧
[1847.10 - 1849.73] 那我相信你
[1849.73 - 1850.73] 不要大点
[1850.73 - 1851.73] 方法是这个方法
[1851.73 - 1852.73] 一个位置
[1852.73 - 1853.73] 一个位置
[1853.73 - 1854.73] 一个位置
[1854.73 - 1855.73] 是知道的吧
[1855.73 - 1856.73] 不轻易
[1856.73 - 1857.73] 标符合角
[1857.73 - 1858.73] 只标最小的小的
[1858.73 - 1859.73] 是知道的吧
[1860.73 - 1861.73] ok 技术我
[1861.73 - 1862.73] 你知道了
[1862.73 - 1863.73] 有一个条件
[1863.73 - 1864.73] 它说那个困局
[1864.73 - 1865.73] 因为你今天
[1865.73 - 1866.73] 可以摄影的摄影
[1866.73 - 1867.73] 要摄影的时间
[1867.73 - 1868.73] 可以呀
[1868.73 - 1869.73] 都可以呀
[1869.73 - 1870.73] 你只要
[1870.73 - 1871.73] 你反正收回去
[1871.73 - 1872.73] 出去做
[1872.73 - 1873.73] 你把每个条件
[1873.73 - 1874.73] 那用了都是一样的呀
[1888.64 - 1890.64] 我没说你们12比啊
[1890.64 - 1891.64] 好
[1891.64 - 1892.64] 它说是12比对吧
[1892.64 - 1894.64] 我说这里12比对吧
[1894.64 - 1895.64] 说你
[1895.64 - 1899.87] 不对
[1899.87 - 1900.87] 没事
[1901.87 - 1902.87] 是吗
[1902.87 - 1903.87] 我说
[1903.87 - 1904.87] 我说明明
[1904.87 - 1906.87] 可能是弄梭了一个字吧
[1906.87 - 1907.87] 我说明
[1907.87 - 1908.87] 全身心的头炖
[1908.87 - 1909.87] 知道题还一里面
[1909.87 - 1911.87] 没有老师
[1911.87 - 1912.87] 没说
[1912.87 - 1913.87] 对
[1913.87 - 1914.87] 有事
[1914.87 - 1925.76] 包服我们
[1925.76 - 1926.76] 但是你们还是养成习惯
[1926.76 - 1927.76] 做这种小徒
[1927.76 - 1928.76] 考试的时候
[1928.76 - 1929.76] 那个劲是图就这么小吗
[1929.76 - 1932.07] 你皮识
[1932.07 - 1933.07] 做大徒
[1933.07 - 1934.07] 做习惯
[1934.07 - 1935.07] 你小考试着是小徒
[1935.07 - 1937.07] 不习惯
[1937.07 - 1938.07] 这话是超大的
[1938.07 - 1939.07] 对
[1939.07 - 1940.51] 这话是比较强的
[1940.51 - 1941.47] 不用说也不足
[1941.47 - 1942.71] 很老闺时间啊
[1943.47 - 1944.35] 这话不足
[1944.35 - 1945.67] 一份什么事情啊
[1945.67 - 1946.35] 啊真的吗
[1946.35 - 1947.07] 我画头了
[1947.07 - 1947.83] 我切了
[1948.59 - 1949.31] 我画不得这么
[1949.31 - 1950.59] 我画不得擦这个形狗
[1952.59 - 1953.07] 第三个
[1953.07 - 1954.43] 你们把上一套线子拿出来
[1955.11 - 1956.15] 组号比例听说
[1957.11 - 1957.91] 一模一样啊
[1957.91 - 1958.75] 我都不想讲
[1959.47 - 1960.35] 一模一样
[1960.35 - 1961.35] 是一模一样
[1961.35 - 1963.15] 你以为这方法一模一样
[1963.63 - 1964.47] 你自己对照一下
[1964.47 - 1966.19] 还给了条件和问题的问题
[1966.55 - 1971.02] 上了是难开的吧
[1978.53 - 1979.65] 我不想你们做错题啊
[1979.65 - 1980.65] 但是你们最新遇到了
[1980.65 - 1981.89] 为什么不去试一试呢
[1982.57 - 1983.65] 没试一试
[1983.65 - 1984.65] 没有试一试
[1984.65 - 1985.65] 没有试一试
[1985.65 - 1986.65] 没有试一试
[1986.65 - 1987.45] 但是没关系
[1987.45 - 1988.45] 我们对评想
[1990.85 - 1991.57] ok
[1991.57 - 1992.37] ok
[1992.37 - 1993.05] 没有试一试
[1993.05 - 1994.05] 没有试一试
[1994.05 - 1995.05] 没有试一试
[1995.05 - 1996.05] 没有试一试
[1996.05 - 1997.05] 没有试一试
[1998.73 - 1999.41] 那你们
[1999.57 - 2000.45] 把那一套难开
[2000.45 - 2001.45] 就是带来的组织
[2001.45 - 2002.65] 最比较问题
[2003.09 - 2003.93] 我给你们剪的
[2003.93 - 2004.73] 平下这个节目
[2004.73 - 2006.21] 你们看一下是不是一模一样的
[2006.53 - 2007.21] 你看
[2007.25 - 2008.81] 给的是不是就是
[2009.81 - 2010.89] 在平线之间
[2010.89 - 2011.97] 有各种各样的要求
[2011.97 - 2013.29] 反正是去求角度的
[2013.61 - 2015.21] 然后也会给你某一个
[2015.21 - 2015.85] 设线
[2015.85 - 2017.05] 往后跟方向转
[2017.05 - 2017.97] 干嘛干嘛的
[2018.17 - 2018.81] 对不对
[2018.97 - 2020.93] 然后最终的问题
[2020.93 - 2023.29] 其实就是会需要你
[2023.29 - 2026.21] 满足某一个角的
[2026.21 - 2028.17] 带术式方程关系
[2028.37 - 2030.49] 然后求束某某值
[2030.49 - 2031.49] 其实就算全球
[2031.49 - 2033.81] 脚HED跟脚T为闷闭
[2033.81 - 2034.41] 对不对
[2034.41 - 2035.69] 但整个题就跟我们之前
[2035.69 - 2036.25] 其实不一样
[2036.29 - 2037.21] 我们之前是什么
[2037.45 - 2038.81] 当设线的
[2038.81 - 2039.73] 设线批刑的时候
[2039.73 - 2040.69] T值是多少
[2040.69 - 2041.25] 对不对
[2041.49 - 2042.93] 这讲的老题上一次的
[2042.93 - 2043.65] 实际上跟这次
[2043.65 - 2044.33] 随意不一样
[2044.33 - 2045.13] 人家是要求
[2045.57 - 2046.85] 角度之间要满足
[2046.85 - 2047.69] 我们关系
[2047.69 - 2050.25] 然后再去求其他需要的角度
[2050.25 - 2050.89] 这里是五分钟
[2050.89 - 2051.57] 穷米值嘛
[2052.17 - 2053.25] 但他本质是
[2053.25 - 2054.49] 还是需要你自己去
[2054.77 - 2055.33] 脑鼓
[2055.33 - 2056.29] 他会紧张转
[2056.69 - 2058.01] 他转是怎样一个图
[2058.25 - 2059.49] 把他的图画出来
[2060.05 - 2061.41] 兵具我们平时的
[2061.57 - 2062.57] 我一点模型
[2062.85 - 2063.65] 导角
[2065.17 - 2065.97] 导角
[2066.97 - 2068.05] 肯定是你要收位置数一下
[2068.05 - 2068.37] 对不对
[2068.37 - 2069.25] 收位置数导角
[2069.25 - 2070.33] 还是免质另一方堂
[2070.33 - 2071.61] 收位置数
[2071.93 - 2072.77] 求他们
[2073.17 - 2074.01] 然后求并置
[2074.49 - 2075.81] 知道我的说什么思路吗
[2076.37 - 2077.41] 知道我的说什么吗
[2077.61 - 2079.05] 这整个题是这样的题
[2079.05 - 2080.09] 跟我们的人都不形
[2080.85 - 2081.73] 选软之后
[2081.73 - 2082.69] 我两个设线批击
[2082.69 - 2083.57] 实际只是多少
[2083.57 - 2084.05] 两个设线
[2084.05 - 2084.49] 随意只是
[2084.49 - 2085.25] 批击是多少
[2085.49 - 2086.41] 提完就不一样
[2086.41 - 2088.21] 他就需要你进去脑鼓
[2088.21 - 2089.45] 我的设线会转成
[2089.45 - 2091.05] 这样的一个情况
[2091.05 - 2092.57] 把图画出来
[2092.57 - 2095.05] 然后跟第二位一模一样的
[2095.05 - 2096.45] 收位置数导角
[2096.97 - 2098.21] 求位置数捷方向
[2098.73 - 2099.61] 求位置数
[2100.25 - 2101.61] 最终在求
[2101.85 - 2102.49] 角度
[2103.17 - 2103.69] 天亮龙
[2103.69 - 2104.41] 求什么
[2105.45 - 2106.21] 再几个
[2106.45 - 2107.05] 听不懂得
[2107.05 - 2107.85] 吃饭了呗
[2107.85 - 2109.45] 第三个问本来以为时间做
[2109.45 - 2111.01] 这个题确是很难会时间
[2111.01 - 2112.13] 就是什么就算了
[2114.21 - 2115.13] 三到四分
[2115.13 - 2115.81] 在我后面
[2115.81 - 2116.73] 我后面也一起
[2116.73 - 2118.05] 还不能要显控
[2118.45 - 2119.05] 天亮龙
[2119.05 - 2120.17] 知道我说什么吗
[2120.45 - 2121.89] 这我东西也答我回答
[2121.89 - 2122.65] 因为我们上级过的
[2122.65 - 2123.73] 其实我在你们想过
[2123.73 - 2124.41] 我也讲过
[2124.41 - 2125.77] 就是没让你们去
[2125.77 - 2127.17] 画图去断 是不是
[2127.93 - 2129.09] 我问一下大家
[2129.33 - 2130.25] 我在想
[2130.25 - 2131.33] 他到底
[2131.33 - 2132.97] 设线旋转过程当中
[2132.97 - 2134.85] 图习可能是怎样的时候
[2134.85 - 2136.41] 是遇到几个情况
[2136.41 - 2138.85] 就判定他应该需要换个图
[2140.85 - 2141.41] 那先
[2141.41 - 2142.73] 就是两位鞋脚划
[2142.73 - 2143.29] 是的
[2143.29 - 2144.37] 就是你既然在旋转
[2144.37 - 2145.17] 也就是一个顶
[2145.17 - 2146.33] 一个酒店去旋转
[2146.33 - 2146.97] 对不对
[2146.97 - 2149.13] 一旦当你同酒店的
[2149.13 - 2150.05] 设线之间
[2150.05 - 2151.89] 因为旋转发生了
[2152.05 - 2153.53] 左右位置的互换
[2153.81 - 2154.81] 有一根
[2155.25 - 2155.81] 有两根
[2155.81 - 2157.33] 一根那根互换就对
[2157.33 - 2159.13] 有两根互换就要换一个图
[2159.13 - 2159.97] 很重要
[2159.97 - 2161.17] 所以都图又好几种
[2161.17 - 2161.85] 好几个图
[2161.85 - 2163.45] 让我们每个图画出来
[2163.45 - 2165.09] 去跟第二题
[2165.09 - 2166.81] 一模一样的方法去计算
[2167.65 - 2168.65] 知道我说什么了
[2169.29 - 2169.65] 好
[2169.65 - 2170.29] 这个就不讲了
[2170.29 - 2171.65] 把你们带出多选哪帅
[2176.77 - 2178.29] 这可是我的主线跟
[2178.29 - 2179.17] 分线刻
[2179.17 - 2180.53] 刻什么规划
[2180.81 - 2182.05] 我的我对你的刻程攻华
[2182.05 - 2182.85] 就是主线
[2182.85 - 2185.65] 西莫士对分线带出多选
[2193.58 - 2194.62] 白马对付多选
[2194.62 - 2195.90] 先对两二叔叔
[2197.14 - 2198.22] 如果都对我的不用讲
[2198.22 - 2199.22] 这太好了
[2208.42 - 2209.58] 我们二十八
[2213.30 - 2214.18] 我说二十八
[2214.18 - 2215.10] 我绝对说二十八
[2217.10 - 2218.18] 我绝对说的二十八
[2218.18 - 2218.94] 不可能是吧
[2219.94 - 2220.86] 那你给我说错了
[2221.70 - 2222.74] 我绝对说错了
[2222.74 - 2223.46] 我绝对说错了
[2223.46 - 2227.11] 我绝对说错了
[2227.11 - 2227.79] 一二
[2227.79 - 2228.51] 帮回应
[2228.51 - 2228.83] 帮回应
[2229.91 - 2230.55] 就是
[2230.55 - 2232.39] 你们都可以我们做真的
[2232.39 - 2233.31] 我说二十八
[2233.31 - 2233.91] 我说错了
[2234.91 - 2236.19] 如果说二十八怎么办
[2236.19 - 2237.55] 如果说二十八的话
[2237.55 - 2238.79] 我说我给你写了一言
[2241.31 - 2242.27] 来第几题
[2242.95 - 2244.11] 九
[2244.11 - 2245.43] 九题不卫
[2245.95 - 2246.87] 不卫视视
[2246.87 - 2247.63] 碧
[2247.63 - 2248.43] 可不
[2248.43 - 2249.47] 就是那两个碧
[2249.47 - 2250.35] 然后几杯
[2250.35 - 2251.55] 打了三杯
[2251.55 - 2252.47] 喝两杯
[2253.71 - 2254.91] 但是这种回应
[2254.91 - 2255.67] 我说
[2255.67 - 2257.55] 当老鼠的白豆哥
[2257.55 - 2258.31] 三
[2258.31 - 2259.55] 十体碎
[2263.89 - 2264.97] 十体碎
[2264.97 - 2265.97] OK
[2266.81 - 2268.05] 三体
[2268.45 - 2269.45] A不大
[2271.36 - 2272.04] 没有了
[2272.04 - 2272.44] 是这样
[2273.24 - 2274.64] 妈妈请问一下讲来讲
[2274.64 - 2275.64] 现在不行就可要
[2275.64 - 2276.24] 又没有讲了
[2276.24 - 2277.24] 就没有讲了
[2277.24 - 2278.28] 全不讲
[2278.28 - 2280.04] 我会知道你多可可
[2280.04 - 2281.04] 因为你们这么厉害
[2281.04 - 2282.04] 是了
[2285.54 - 2286.22] 有
[2286.22 - 2287.22] 有点事
[2287.22 - 2289.62] 有点事
[2290.62 - 2291.22] 有
[2291.22 - 2292.22] 要这样吗
[2292.22 - 2292.62] 是
[2292.62 - 2294.82] 我让你全都同学来讲两个
[2294.82 - 2295.82] 没错哪些
[2295.82 - 2296.42] 你
[2296.42 - 2297.22] 你
[2297.22 - 2298.22] 我没做
[2298.22 - 2299.22] 你做
[2299.22 - 2299.62] 我做
[2299.62 - 2323.96] 我做
[2323.96 - 2324.76] 你有点像
[2324.76 - 2325.76] 就很像娘
[2325.76 - 2326.76] 方法有点厉害
[2326.76 - 2327.56] 我做
[2327.56 - 2352.51] 野酒狗
[2352.51 - 2353.11] 然后咱俩
[2353.11 - 2357.33] 所以你已经回回
[2357.33 - 2357.93] 我会
[2357.93 - 2360.17] 提了你感觉
[2360.17 - 2360.97] 哪有感觉
[2360.97 - 2361.77] 没关系
[2361.77 - 2364.20] 有
[2364.20 - 2365.40] 图你图你图
[2365.40 - 2366.20] 方法是
[2366.20 - 2367.40] 方法是朝鲜蛋的血统
[2367.40 - 2368.40] 能给你加上防范
[2368.40 - 2368.80] 等哥们
[2368.80 - 2369.80] 我们优青同学了
[2369.80 - 2370.60] 给我们加上防范
[2370.60 - 2372.00] 不说我都不知道
[2372.00 - 2372.80] 谁都不知道
[2372.80 - 2374.00] 你杀自己
[2374.00 - 2375.40] 就是我自己的
[2375.40 - 2376.60] 你自己去试
[2376.60 - 2377.50] 你做了没有完
[2377.50 - 2379.60] 你是不是想得多选你没做
[2379.60 - 2380.40] 对啊
[2380.40 - 2381.40] 你去全部都
[2381.40 - 2382.60] 做一点就会了
[2384.60 - 2385.60] 也别
[2386.00 - 2388.60] 多靠靠自己也吧
[2388.60 - 2389.20] 将对于尔尔
[2389.20 - 2390.40] 多靠自己吧
[2390.40 - 2391.40] 别靠别人
[2391.40 - 2392.60] 都靠不住
[2392.60 - 2393.60] 来
[2394.60 - 2398.31] 来看这儿
[2398.31 - 2398.71] 好
[2398.71 - 2399.71] 我看到了
[2399.71 - 2401.11] 唐宇还是最后一个开头看
[2401.11 - 2402.11] 我的情意来给
[2402.11 - 2403.11] 我们亲爱的
[2403.83 - 2405.31] 先恐疇一下
[2405.87 - 2407.71] 也许可你参与一个意义了
[2417.31 - 2418.71] 唐宝师
[2418.71 - 2420.03] 我告诉你的
[2420.03 - 2421.51] 真的是唐
[2421.51 - 2423.31] 第一集就是得跟对他的规律
[2423.31 - 2425.51] 然后把第八个美就出来
[2425.51 - 2426.11] 配合过
[2426.11 - 2428.91] 然后第二个就是
[2429.51 - 2430.51] 我考第二个做的
[2430.51 - 2431.31] 第二个
[2431.31 - 2436.11] 第二个就是把他那个就是第一个的A的
[2436.11 - 2438.31] 就是第一个中A的C数
[2438.31 - 2439.81] 第二个中B的C数
[2439.81 - 2440.81] 找到他的规律
[2440.81 - 2442.81] 然后在找到看位置之后
[2442.81 - 2444.81] 然后再看是G
[2444.81 - 2446.31] 然后我找的是G
[2446.31 - 2450.31] G数的是A比B的C数大影音那么这个就错了
[2450.31 - 2452.81] 然后第三个就是
[2454.81 - 2456.31] 他没解出来让我说
[2456.31 - 2456.81] 可以啊
[2456.81 - 2457.31] 可以啊
[2457.31 - 2459.31] 我十二个的十三个位置嘛
[2459.31 - 2461.31] 所以我可以来试试
[2461.31 - 2461.81] 试试
[2461.81 - 2462.81] 所以你找个预约啊
[2462.81 - 2463.81] 预约的
[2463.81 - 2465.81] 第四个也是没解啊
[2465.81 - 2466.81] 跟我解答
[2466.81 - 2467.81] 对啊
[2467.81 - 2468.31] 总是可以来
[2468.31 - 2469.81] 总是解答就是什么
[2469.81 - 2471.61] 根据他的操作区没局
[2471.61 - 2472.61] 没局完之后
[2472.61 - 2473.81] 人家问的是第八个
[2473.81 - 2474.81] 你肯定会没局的
[2474.81 - 2475.81] 你八个就写学案
[2475.81 - 2477.81] 然后人家问的是
[2477.81 - 2479.81] 技术A预避的关系
[2479.81 - 2481.81] 人家去看你没局的没几台
[2481.81 - 2483.31] A预避的技术关系是怎样
[2483.31 - 2484.81] 是就是对不是错
[2484.81 - 2486.31] 然后我人家问的是
[2486.31 - 2488.81] A的技术预避的续度之和
[2488.81 - 2490.31] 你不是也没局的很多吗
[2490.31 - 2491.81] 你把那些技术和选不算出来
[2491.81 - 2492.81] 肯定也有规律
[2492.81 - 2493.81] 技术和也有规律
[2493.81 - 2495.31] 然后你去套
[2495.31 - 2496.81] 第十三个就对第十二个人
[2496.81 - 2498.31] 就应该是多少个规律了
[2498.31 - 2499.31] 总为什么
[2499.31 - 2500.81] 技术和也只有规律的好
[2500.81 - 2501.81] 不用分件没学
[2501.81 - 2502.31] 可以还能量
[2502.31 - 2503.81] 我知道我没有个
[2503.81 - 2505.31] 如果你不想跟我脑子你没决
[2505.31 - 2505.81] 没关系
[2505.81 - 2506.81] 反正也就是这三个
[2506.81 - 2507.81] 然后看看
[2507.81 - 2510.31] 然后人家说第二个都够
[2510.31 - 2510.81] 二人是什么
[2510.81 - 2511.81] 是无数啊
[2511.81 - 2513.81] 所以你要保证就是什么
[2513.81 - 2514.81] 第四个
[2514.81 - 2516.31] 其实没必要
[2516.31 - 2517.81] 反正多少无数的技术是什么
[2517.81 - 2518.31] 对啊
[2518.31 - 2519.81] 你是不是很高
[2519.81 - 2520.81] 不行
[2520.81 - 2521.81] 现在保证是
[2521.81 - 2523.81] 无数在选择技术的后面
[2523.81 - 2524.31] 对啊
[2524.31 - 2524.81] 对不对
[2524.81 - 2525.31] 对不对
[2525.31 - 2525.81] 诶
[2525.81 - 2526.81] 诶
[2526.81 - 2527.31] 可以
[2527.31 - 2527.81] 你直接干嘛一个
[2527.81 - 2528.31] 不用
[2528.31 - 2528.81] 你都不用找出
[2528.81 - 2529.81] 分享故事了
[2529.81 - 2530.81] 是
[2530.81 - 2531.81] 你不用非得去找地文购
[2531.81 - 2532.81] 你前面电口打个
[2532.81 - 2533.81] 你就去找地
[2533.81 - 2534.81] 比如6个
[2534.81 - 2535.81] 和第7个
[2535.81 - 2536.81] 第4个
[2536.81 - 2537.81] 和第5个
[2537.81 - 2538.81] 第8个
[2538.81 - 2539.81] 第9个
[2539.81 - 2540.81] 撞了第4
[2540.81 - 2541.81] 如果说你找分两三组
[2541.81 - 2542.81] 都是这个
